period,asset_group,metric_name,metric_value,unit,observation_count,evidence_class,interpretation_note
2025-02,Growth,positive_period_probability,25.0,percent,20,synthetic,Descriptive synthetic result; compare with other groups and periods.
2025-02,Growth,negative_period_probability,75.0,percent,20,synthetic,Descriptive synthetic result; compare with other groups and periods.
2025-02,Growth,annualized_volatility,26.674697,percent,20,synthetic,Descriptive synthetic result; compare with other groups and periods.
2025-02,Growth,downside_volatility,15.700636,percent,20,synthetic,Descriptive synthetic result; compare with other groups and periods.
2025-02,Growth,drawdown_frequency,95.0,percent,20,synthetic,Descriptive synthetic result; compare with other groups and periods.
2025-02,Growth,maximum_drawdown,-13.416948,percent,20,synthetic,Descriptive synthetic result; compare with other groups and periods.
2025-02,Growth,average_absolute_correlation,0.485327,coefficient,20,synthetic,Descriptive synthetic result; compare with other groups and periods.
2025-02,Income,mean_return,-0.065159,percent,20,synthetic,Descriptive synthetic result; compare with other groups and periods.
2025-02,Income,median_return,-0.103059,percent,20,synthetic,Descriptive synthetic result; compare with other groups and periods.
2025-02,Income,standard_deviation,0.534884,percent,20,synthetic,Descriptive synthetic result; compare with other groups and periods.
2025-02,Income,variance,0.286101,percent_squared,20,synthetic,Descriptive synthetic result; compare with other groups and periods.
2025-02,Income,minimum_return,-1.283491,percent,20,synthetic,Descriptive synthetic result; compare with other groups and periods.
2025-02,Income,maximum_return,1.189255,percent,20,synthetic,Descriptive synthetic result; compare with other groups and periods.
2025-02,Income,percentile_25,-0.376415,percent,20,synthetic,Descriptive synthetic result; compare with other groups and periods.
2025-02,Income,percentile_75,0.215181,percent,20,synthetic,Descriptive synthetic result; compare with other groups and periods.
2025-02,Income,positive_period_probability,45.0,percent,20,synthetic,Descriptive synthetic result; compare with other groups and periods.
2025-02,Income,negative_period_probability,55.0,percent,20,synthetic,Descriptive synthetic result; compare with other groups and periods.
2025-02,Income,annualized_volatility,8.49102,percent,20,synthetic,Descriptive synthetic result; compare with other groups and periods.
2025-02,Income,downside_volatility,5.534417,percent,20,synthetic,Descriptive synthetic result; compare with other groups and periods.
2025-02,Income,drawdown_frequency,95.0,percent,20,synthetic,Descriptive synthetic result; compare with other groups and periods.
2025-02,Income,maximum_drawdown,-2.508748,percent,20,synthetic,Descriptive synthetic result; compare with other groups and periods.
2025-02,Income,average_absolute_correlation,0.432083,coefficient,20,synthetic,Descriptive synthetic result; compare with other groups and periods.
2025-03,Defensive,mean_return,-0.125383,percent,21,synthetic,Descriptive synthetic result; compare with other groups and periods.
2025-03,Defensive,median_return,-0.151393,percent,21,synthetic,Descriptive synthetic result; compare with other groups and periods.
2025-03,Defensive,standard_deviation,0.685901,percent,21,synthetic,Descriptive synthetic result; compare with other groups and periods.
2025-03,Defensive,variance,0.47046,percent_squared,21,synthetic,Descriptive synthetic result; compare with other groups and periods.
2025-03,Defensive,minimum_return,-1.486281,percent,21,synthetic,Descriptive synthetic result; compare with other groups and periods.
2025-03,Defensive,maximum_return,1.159417,percent,21,synthetic,Descriptive synthetic result; compare with other groups and periods.
2025-03,Defensive,percentile_25,-0.612352,percent,21,synthetic,Descriptive synthetic result; compare with other groups and periods.
2025-03,Defensive,percentile_75,0.330296,percent,21,synthetic,Descriptive synthetic result; compare with other groups and periods.
2025-03,Defensive,positive_period_probability,47.619048,percent,21,synthetic,Descriptive synthetic result; compare with other groups and periods.
2025-03,Defensive,negative_period_probability,52.380952,percent,21,synthetic,Descriptive synthetic result; compare with other groups and periods.
2025-03,Defensive,annualized_volatility,10.888339,percent,21,synthetic,Descriptive synthetic result; compare with other groups and periods.
2025-03,Defensive,downside_volatility,6.309802,percent,21,synthetic,Descriptive synthetic result; compare with other groups and periods.
2025-03,Defensive,drawdown_frequency,76.190476,percent,21,synthetic,Descriptive synthetic result; compare with other groups and periods.
2025-03,Defensive,maximum_drawdown,-4.93615,percent,21,synthetic,Descriptive synthetic result; compare with other groups and periods.
2025-03,Defensive,average_absolute_correlation,0.538457,coefficient,21,synthetic,Descriptive synthetic result; compare with other groups and periods.
2025-03,Diversifier,mean_return,-0.265614,percent,21,synthetic,Descriptive synthetic result; compare with other groups and periods.
2025-03,Diversifier,median_return,-0.20275,percent,21,synthetic,Descriptive synthetic result; compare with other groups and periods.
2025-03,Diversifier,standard_deviation,0.680352,percent,21,synthetic,Descriptive synthetic result; compare with other groups and periods.
2025-03,Diversifier,variance,0.462878,percent_squared,21,synthetic,Descriptive synthetic result; compare with other groups and periods.
2025-03,Diversifier,minimum_return,-1.502654,percent,21,synthetic,Descriptive synthetic result; compare with other groups and periods.
2025-03,Diversifier,maximum_return,0.830596,percent,21,synthetic,Descriptive synthetic result; compare with other groups and periods.
2025-03,Diversifier,percentile_25,-0.767371,percent,21,synthetic,Descriptive synthetic result; compare with other groups and periods.
2025-03,Diversifier,percentile_75,0.426785,percent,21,synthetic,Descriptive synthetic result; compare with other groups and periods.
2025-03,Diversifier,positive_period_probability,38.095238,percent,21,synthetic,Descriptive synthetic result; compare with other groups and periods.
2025-03,Diversifier,negative_period_probability,61.904762,percent,21,synthetic,Descriptive synthetic result; compare with other groups and periods.
2025-03,Diversifier,annualized_volatility,10.800245,percent,21,synthetic,Descriptive synthetic result; compare with other groups and periods.
2025-03,Diversifier,downside_volatility,6.48469,percent,21,synthetic,Descriptive synthetic result; compare with other groups and periods.
2025-03,Diversifier,drawdown_frequency,90.47619,percent,21,synthetic,Descriptive synthetic result; compare with other groups and periods.
2025-03,Diversifier,maximum_drawdown,-5.743575,percent,21,synthetic,Descriptive synthetic result; compare with other groups and periods.
2025-03,Diversifier,average_absolute_correlation,0.198571,coefficient,21,synthetic,Descriptive synthetic result; compare with other groups and periods.
2025-03,Growth,mean_return,-0.324617,percent,21,synthetic,Descriptive synthetic result; compare with other groups and periods.
2025-03,Growth,median_return,-0.446603,percent,21,synthetic,Descriptive synthetic result; compare with other groups and periods.
2025-03,Growth,standard_deviation,1.56303,percent,21,synthetic,Descriptive synthetic result; compare with other groups and periods.
2025-03,Growth,variance,2.443063,percent_squared,21,synthetic,Descriptive synthetic result; compare with other groups and periods.
2025-03,Growth,minimum_return,-3.224173,percent,21,synthetic,Descriptive synthetic result; compare with other groups and periods.
2025-03,Growth,maximum_return,2.463232,percent,21,synthetic,Descriptive synthetic result; compare with other groups and periods.
2025-03,Growth,percentile_25,-1.052402,percent,21,synthetic,Descriptive synthetic result; compare with other groups and periods.
2025-03,Growth,percentile_75,0.764897,percent,21,synthetic,Descriptive synthetic result; compare with other groups and periods.
2025-03,Growth,positive_period_probability,42.857143,percent,21,synthetic,Descriptive synthetic result; compare with other groups and periods.
2025-03,Growth,negative_period_probability,57.142857,percent,21,synthetic,Descriptive synthetic result; compare with other groups and periods.
2025-03,Growth,annualized_volatility,24.812331,percent,21,synthetic,Descriptive synthetic result; compare with other groups and periods.
2025-03,Growth,downside_volatility,16.048383,percent,21,synthetic,Descriptive synthetic result; compare with other groups and periods.
2025-03,Growth,drawdown_frequency,80.952381,percent,21,synthetic,Descriptive synthetic result; compare with other groups and periods.
2025-03,Growth,maximum_drawdown,-8.183565,percent,21,synthetic,Descriptive synthetic result; compare with other groups and periods.
2025-03,Growth,average_absolute_correlation,0.380228,coefficient,21,synthetic,Descriptive synthetic result; compare with other groups and periods.
2025-03,Income,mean_return,-0.145826,percent,21,synthetic,Descriptive synthetic result; compare with other groups and periods.
2025-03,Income,median_return,-0.098643,percent,21,synthetic,Descriptive synthetic result; compare with other groups and periods.
2025-03,Income,standard_deviation,0.56721,percent,21,synthetic,Descriptive synthetic result; compare with other groups and periods.
2025-03,Income,variance,0.321727,percent_squared,21,synthetic,Descriptive synthetic result; compare with other groups and periods.
2025-03,Income,minimum_return,-1.779163,percent,21,synthetic,Descriptive synthetic result; compare with other groups and periods.
2025-03,Income,maximum_return,0.90171,percent,21,synthetic,Descriptive synthetic result; compare with other groups and periods.
2025-03,Income,percentile_25,-0.491373,percent,21,synthetic,Descriptive synthetic result; compare with other groups and periods.
2025-03,Income,percentile_75,0.150239,percent,21,synthetic,Descriptive synthetic result; compare with other groups and periods.
2025-03,Income,positive_period_probability,38.095238,percent,21,synthetic,Descriptive synthetic result; compare with other groups and periods.
2025-03,Income,negative_period_probability,61.904762,percent,21,synthetic,Descriptive synthetic result; compare with other groups and periods.
2025-03,Income,annualized_volatility,9.004184,percent,21,synthetic,Descriptive synthetic result; compare with other groups and periods.
2025-03,Income,downside_volatility,7.373631,percent,21,synthetic,Descriptive synthetic result; compare with other groups and periods.
2025-03,Income,drawdown_frequency,85.714286,percent,21,synthetic,Descriptive synthetic result; compare with other groups and periods.
2025-03,Income,maximum_drawdown,-3.801769,percent,21,synthetic,Descriptive synthetic result; compare with other groups and periods.
2025-03,Income,average_absolute_correlation,0.53663,coefficient,21,synthetic,Descriptive synthetic result; compare with other groups and periods.
2025-04,Defensive,mean_return,0.075513,percent,22,synthetic,Descriptive synthetic result; compare with other groups and periods.
2025-04,Defensive,median_return,0.119734,percent,22,synthetic,Descriptive synthetic result; compare with other groups and periods.
2025-04,Defensive,standard_deviation,0.520317,percent,22,synthetic,Descriptive synthetic result; compare with other groups and periods.
2025-04,Defensive,variance,0.27073,percent_squared,22,synthetic,Descriptive synthetic result; compare with other groups and periods.
2025-04,Defensive,minimum_return,-0.993627,percent,22,synthetic,Descriptive synthetic result; compare with other groups and periods.
2025-04,Defensive,maximum_return,0.79569,percent,22,synthetic,Descriptive synthetic result; compare with other groups and periods.
2025-04,Defensive,percentile_25,-0.190202,percent,22,synthetic,Descriptive synthetic result; compare with other groups and periods.
2025-04,Defensive,percentile_75,0.466214,percent,22,synthetic,Descriptive synthetic result; compare with other groups and periods.
2025-04,Defensive,positive_period_probability,54.545455,percent,22,synthetic,Descriptive synthetic result; compare with other groups and periods.
2025-04,Defensive,negative_period_probability,45.454545,percent,22,synthetic,Descriptive synthetic result; compare with other groups and periods.
2025-04,Defensive,annualized_volatility,8.259775,percent,22,synthetic,Descriptive synthetic result; compare with other groups and periods.
2025-04,Defensive,downside_volatility,5.09619,percent,22,synthetic,Descriptive synthetic result; compare with other groups and periods.
2025-04,Defensive,drawdown_frequency,63.636364,percent,22,synthetic,Descriptive synthetic result; compare with other groups and periods.
2025-04,Defensive,maximum_drawdown,-1.272485,percent,22,synthetic,Descriptive synthetic result; compare with other groups and periods.
2025-04,Defensive,average_absolute_correlation,0.361245,coefficient,22,synthetic,Descriptive synthetic result; compare with other groups and periods.
2025-04,Diversifier,mean_return,0.000399,percent,22,synthetic,Descriptive synthetic result; compare with other groups and periods.
2025-04,Diversifier,median_return,0.003603,percent,22,synthetic,Descriptive synthetic result; compare with other groups and periods.
2025-04,Diversifier,standard_deviation,0.621202,percent,22,synthetic,Descriptive synthetic result; compare with other groups and periods.
2025-04,Diversifier,variance,0.385893,percent_squared,22,synthetic,Descriptive synthetic result; compare with other groups and periods.
2025-04,Diversifier,minimum_return,-1.172008,percent,22,synthetic,Descriptive synthetic result; compare with other groups and periods.
2025-04,Diversifier,maximum_return,1.530209,percent,22,synthetic,Descriptive synthetic result; compare with other groups and periods.
2025-04,Diversifier,percentile_25,-0.411538,percent,22,synthetic,Descriptive synthetic result; compare with other groups and periods.
2025-04,Diversifier,percentile_75,0.329992,percent,22,synthetic,Descriptive synthetic result; compare with other groups and periods.
2025-04,Diversifier,positive_period_probability,50.0,percent,22,synthetic,Descriptive synthetic result; compare with other groups and periods.
2025-04,Diversifier,negative_period_probability,50.0,percent,22,synthetic,Descriptive synthetic result; compare with other groups and periods.
2025-04,Diversifier,annualized_volatility,9.861284,percent,22,synthetic,Descriptive synthetic result; compare with other groups and periods.
2025-04,Diversifier,downside_volatility,4.983819,percent,22,synthetic,Descriptive synthetic result; compare with other groups and periods.
2025-04,Diversifier,drawdown_frequency,81.818182,percent,22,synthetic,Descriptive synthetic result; compare with other groups and periods.
2025-04,Diversifier,maximum_drawdown,-2.741781,percent,22,synthetic,Descriptive synthetic result; compare with other groups and periods.
2025-04,Diversifier,average_absolute_correlation,0.177646,coefficient,22,synthetic,Descriptive synthetic result; compare with other groups and periods.
2025-04,Growth,mean_return,0.356801,percent,22,synthetic,Descriptive synthetic result; compare with other groups and periods.
2025-04,Growth,median_return,0.312607,percent,22,synthetic,Descriptive synthetic result; compare with other groups and periods.
2025-04,Growth,standard_deviation,1.287938,percent,22,synthetic,Descriptive synthetic result; compare with other groups and periods.
2025-04,Growth,variance,1.658784,percent_squared,22,synthetic,Descriptive synthetic result; compare with other groups and periods.
2025-04,Growth,minimum_return,-2.128353,percent,22,synthetic,Descriptive synthetic result; compare with other groups and periods.
2025-04,Growth,maximum_return,2.582179,percent,22,synthetic,Descriptive synthetic result; compare with other groups and periods.
2025-04,Growth,percentile_25,-0.38382,percent,22,synthetic,Descriptive synthetic result; compare with other groups and periods.
2025-04,Growth,percentile_75,1.118187,percent,22,synthetic,Descriptive synthetic result; compare with other groups and periods.
2025-04,Growth,positive_period_probability,54.545455,percent,22,synthetic,Descriptive synthetic result; compare with other groups and periods.
2025-04,Growth,negative_period_probability,45.454545,percent,22,synthetic,Descriptive synthetic result; compare with other groups and periods.
2025-04,Growth,annualized_volatility,20.445381,percent,22,synthetic,Descriptive synthetic result; compare with other groups and periods.
2025-04,Growth,downside_volatility,11.099218,percent,22,synthetic,Descriptive synthetic result; compare with other groups and periods.
2025-04,Growth,drawdown_frequency,59.090909,percent,22,synthetic,Descriptive synthetic result; compare with other groups and periods.
2025-04,Growth,maximum_drawdown,-3.32689,percent,22,synthetic,Descriptive synthetic result; compare with other groups and periods.
2025-04,Growth,average_absolute_correlation,0.495589,coefficient,22,synthetic,Descriptive synthetic result; compare with other groups and periods.
2025-04,Income,mean_return,0.051994,percent,22,synthetic,Descriptive synthetic result; compare with other groups and periods.
2025-04,Income,median_return,0.138798,percent,22,synthetic,Descriptive synthetic result; compare with other groups and periods.
2025-04,Income,standard_deviation,0.515034,percent,22,synthetic,Descriptive synthetic result; compare with other groups and periods.
2025-04,Income,variance,0.26526,percent_squared,22,synthetic,Descriptive synthetic result; compare with other groups and periods.
2025-04,Income,minimum_return,-1.442154,percent,22,synthetic,Descriptive synthetic result; compare with other groups and periods.
2025-04,Income,maximum_return,0.869979,percent,22,synthetic,Descriptive synthetic result; compare with other groups and periods.
2025-04,Income,percentile_25,-0.070162,percent,22,synthetic,Descriptive synthetic result; compare with other groups and periods.
2025-04,Income,percentile_75,0.229043,percent,22,synthetic,Descriptive synthetic result; compare with other groups and periods.
2025-04,Income,positive_period_probability,59.090909,percent,22,synthetic,Descriptive synthetic result; compare with other groups and periods.
2025-04,Income,negative_period_probability,40.909091,percent,22,synthetic,Descriptive synthetic result; compare with other groups and periods.
2025-04,Income,annualized_volatility,8.175907,percent,22,synthetic,Descriptive synthetic result; compare with other groups and periods.
2025-04,Income,downside_volatility,8.147511,percent,22,synthetic,Descriptive synthetic result; compare with other groups and periods.
2025-04,Income,drawdown_frequency,77.272727,percent,22,synthetic,Descriptive synthetic result; compare with other groups and periods.
2025-04,Income,maximum_drawdown,-2.189819,percent,22,synthetic,Descriptive synthetic result; compare with other groups and periods.
2025-04,Income,average_absolute_correlation,0.395474,coefficient,22,synthetic,Descriptive synthetic result; compare with other groups and periods.
2025-05,Defensive,mean_return,-0.018236,percent,22,synthetic,Descriptive synthetic result; compare with other groups and periods.
2025-05,Defensive,median_return,0.020754,percent,22,synthetic,Descriptive synthetic result; compare with other groups and periods.
2025-05,Defensive,standard_deviation,0.691166,percent,22,synthetic,Descriptive synthetic result; compare with other groups and periods.
2025-05,Defensive,variance,0.47771,percent_squared,22,synthetic,Descriptive synthetic result; compare with other groups and periods.
2025-05,Defensive,minimum_return,-1.091078,percent,22,synthetic,Descriptive synthetic result; compare with other groups and periods.
2025-05,Defensive,maximum_return,1.189909,percent,22,synthetic,Descriptive synthetic result; compare with other groups and periods.
2025-05,Defensive,percentile_25,-0.587011,percent,22,synthetic,Descriptive synthetic result; compare with other groups and periods.
2025-05,Defensive,percentile_75,0.396655,percent,22,synthetic,Descriptive synthetic result; compare with other groups and periods.
2025-05,Defensive,positive_period_probability,50.0,percent,22,synthetic,Descriptive synthetic result; compare with other groups and periods.
2025-05,Defensive,negative_period_probability,50.0,percent,22,synthetic,Descriptive synthetic result; compare with other groups and periods.
2025-05,Defensive,annualized_volatility,10.971919,percent,22,synthetic,Descriptive synthetic result; compare with other groups and periods.
2025-05,Defensive,downside_volatility,5.798025,percent,22,synthetic,Descriptive synthetic result; compare with other groups and periods.
2025-05,Defensive,drawdown_frequency,77.272727,percent,22,synthetic,Descriptive synthetic result; compare with other groups and periods.
2025-05,Defensive,maximum_drawdown,-1.838709,percent,22,synthetic,Descriptive synthetic result; compare with other groups and periods.
2025-05,Defensive,average_absolute_correlation,0.587203,coefficient,22,synthetic,Descriptive synthetic result; compare with other groups and periods.
2025-05,Diversifier,mean_return,0.027773,percent,22,synthetic,Descriptive synthetic result; compare with other groups and periods.
2025-05,Diversifier,median_return,-0.092941,percent,22,synthetic,Descriptive synthetic result; compare with other groups and periods.
2025-05,Diversifier,standard_deviation,0.57584,percent,22,synthetic,Descriptive synthetic result; compare with other groups and periods.
